UserID,Item1,Item2,bitClassification
725,1813,183,0
1879,2146,2836,0
682,2735,3408,0
4709,2390,2419,0
5459,1833,2473,1
4533,2375,847,1
2120,60,57,0
1460,2868,664,0
4595,1603,2830,0
5886,1380,2411,1
1621,1618,3330,0
517,2652,1894,0
2395,1736,3172,1
5629,1577,3492,1
2077,405,57,0
1899,3634,406,1
1613,3098,2422,0
4441,281,983,1
5639,920,408,1
2450,1503,1116,0
1350,548,127,1
2653,1858,782,1
62,1307,2279,0
5869,170,2797,1
5817,3627,3523,1
1508,3171,1268,1
2593,3595,3136,1
5104,532,2789,0
430,463,1329,1
5572,405,1771,0
4854,1898,305,1
2220,3241,1678,1
1247,896,3127,1
4667,1620,3267,0
4912,1589,2023,1
2370,312,1253,0
5684,3365,1380,0
4149,1567,966,1
3323,3112,357,0
2849,1095,3015,0
3229,2768,2793,1
3268,1833,1436,0
3237,833,1154,1
5522,1768,125,0
2432,298,1360,0
4519,665,1099,1
90,938,517,1
5546,3419,3224,0
2055,2409,2681,1
4864,1007,1225,0
2243,2066,2919,0
3126,1398,1687,0
5576,3228,2462,1
3570,2330,3393,1
2389,39,2899,0
1457,1404,3299,1
5427,3128,2445,0
4188,1011,1596,0
1333,161,102,1
2449,1529,1697,0
2056,3353,127,0
2872,1281,1677,0
325,1756,3598,1
3079,2255,1785,0
3398,2700,993,0
4835,307,260,1
1217,1630,1805,1
3963,2993,2229,0
105,2909,2263,1
1854,60,3615,1
5892,1598,1111,1
4134,406,1281,0
3084,1461,2632,0
2456,2796,1611,1
3291,369,458,0
4795,549,3567,0
4977,2163,3248,0
3579,1419,1912,0
5548,2862,2163,0
2988,1321,1705,1
4253,359,274,1
4330,2491,3267,0
1852,313,2673,0
4981,566,2288,0
2824,1329,1611,1
5781,2400,139,0
4606,1677,2431,0
427,2920,1556,1
2242,541,1533,0
1127,3430,2905,0
63,1529,1918,0
659,3541,312,0
2274,2800,2099,1
4338,467,2582,1
326,1173,3314,0
4554,1659,2242,0
1514,260,1167,0
4881,2287,2888,0
268,712,2333,0
1656,1344,2165,0
4780,1277,1872,1
3356,1095,3652,0
2551,1199,1459,0
3673,3137,1594,0
5125,3608,1237,1
1815,3694,115,0
4724,2883,2956,1
567,2037,1227,0
4430,18,1349,1
3338,3198,313,1
1864,925,320,0
5917,1628,3593,1
4637,2818,510,1
640,2946,439,1
4211,2642,2557,1
3447,1693,2010,1
2134,2382,3658,1
5679,2836,1800,0
2666,2971,1946,1
4703,501,1156,1
4306,2248,3697,0
613,1848,1183,1
5162,3373,1912,0
1667,1926,2491,1
4229,60,708,1
1452,2249,1273,1
6031,1144,397,0
1137,1900,2462,0
3341,644,3208,0
1496,2393,1385,1
3387,2013,102,0
3109,2563,853,0
2967,1900,3541,0
152,1396,1487,0
1031,602,532,1
257,557,745,0
4600,780,1630,0
1047,1174,533,0
97,1130,2102,0
2970,1221,676,1
4983,1076,1684,0
153,1011,672,0
1813,1010,2969,0
2300,1755,3214,0
2847,1732,949,0
1034,2304,2194,0
5419,2166,751,1
1727,3213,1256,0
495,3145,1045,0
5544,2535,1344,1
3301,3112,2008,0
5208,3702,1997,1
5516,1069,2913,1
3027,406,3387,0
5879,353,3687,0
2135,2226,3398,0
1194,2410,880,1
3223,1611,609,0
4892,3187,278,1
3172,1786,284,1
4255,3155,1611,1
5913,3523,1373,0
2606,2221,2878,1
1694,3128,3418,1
4633,192,2777,0
3343,1566,773,1
3377,3106,3158,0
3023,1486,3523,1
5458,2892,3411,0
607,3163,3069,0
2635,320,809,0
4590,734,2019,1
1661,749,1117,1
131,421,3547,0
3170,3275,606,1
1944,1487,170,1
5604,1156,3635,1
5426,1387,2102,1
3419,1611,1274,0
4888,403,2151,0
1195,630,2381,1
4527,405,3150,0
1188,3627,634,1
2521,1281,1788,0
2068,1662,2375,0
2569,1662,3346,0
2763,2697,1360,0
2693,1098,220,1
5631,814,102,0
2651,1071,2513,0
5669,840,2473,0
4537,882,1848,1
38,2447,2025,1
3742,776,274,1
87,349,2107,1
513,1833,3235,1
809,3240,917,1
4286,49,1003,1
2994,609,290,1
3995,3284,3437,0
4558,281,161,1
200,3148,3414,0
5911,3196,2998,0
5358,325,1584,0
5102,1661,371,1
2740,3112,1224,1
4279,2506,320,0
1811,842,2908,0
5776,512,3005,1
1635,3224,3158,0
812,3127,366,0
1130,971,2632,1
957,406,2830,0
2294,1738,3550,0
3141,2827,2348,0
5131,1684,930,0
4191,2308,2529,1
2681,1869,935,0
1451,701,3477,1
3632,2862,968,0
5022,1286,2257,1
1366,3604,1611,0
3811,1553,538,1
186,2832,1985,0
2185,3585,2765,1
2779,1719,3062,1
1671,473,453,1
3479,901,1886,1
5110,1386,982,1
5827,1661,1972,0
5468,2330,135,0
1886,3667,1723,1
4240,1772,566,0
383,604,1892,0
5228,1684,1869,0
1119,595,1438,1
3988,3504,962,1
3455,1858,425,1
967,3124,2475,0
2980,1858,1642,1
2959,2043,3467,0
3473,1653,841,0
4885,1794,1037,1
2574,1130,1336,0
5392,2107,449,1
4285,2013,313,1
4390,3209,476,1
166,646,1584,1
1970,3142,1967,0
4798,1768,1785,0
528,1081,3287,1
2616,751,3576,0
3676,1559,3163,1
3931,1926,538,0
3428,2193,1557,1
1956,875,3104,0
1943,1146,195,1
2333,449,135,0
3029,2115,3446,0
4505,540,838,1
1586,3319,565,0
5680,1642,1825,0
2391,2119,654,0
2886,2582,2447,0
4302,1476,924,0
454,2028,476,1
3713,2632,962,1
4354,681,2240,1
4773,2639,2986,0
5377,2530,193,0
4351,740,2382,1
1833,3016,476,1
2030,1900,3303,1
542,1872,3253,1
4702,1743,632,0
1888,2730,1872,0
4205,3081,986,1
2783,1872,1341,0
948,531,2088,1
5780,1922,127,1
2503,1546,1892,1
706,473,1462,1
3760,1896,3635,1
5239,3289,1833,1
5407,186,3428,1
4150,3112,170,0
4675,1162,905,0
3302,2056,3035,0
2706,2450,3249,0
4752,2832,1819,0
3466,3312,2705,0
1106,3486,3063,0
2558,1423,56,0
3978,1213,1529,1
1463,299,2261,1
4579,2473,1695,1
5332,2190,3001,0
3294,1555,1787,0
3550,1768,4,0
5048,244,2765,1
1294,860,1037,1
2605,920,2110,0
4420,1529,1740,0
2239,1167,533,0
437,2946,1469,0
1530,18,1075,0
685,1993,2071,0
2726,281,1381,0
5464,1900,1684,0
4915,1723,473,1
2736,3054,271,1
3306,1577,1439,1
5402,2664,413,0
3852,926,2852,0
4732,2524,240,1
5186,935,3274,0
4131,602,2883,0
1819,2000,2375,1
2806,417,2675,0
866,52,1441,1
3693,2682,606,1
3726,1331,290,1
5334,2584,3635,1
3120,939,621,0
2059,2783,1614,0
6026,449,1285,1
1816,1877,2815,1
2270,811,858,1
2009,3477,1465,0
392,3128,2407,1
5393,634,1993,1
588,1113,1900,1
3998,62,2400,1
5624,1910,170,1
2199,767,2570,0
4524,3037,2744,1
1415,3187,1564,0
2085,664,2814,0
4400,1585,2796,1
4365,2305,3085,0
331,814,1990,0
1922,1712,1046,1
5012,860,494,1
5528,3128,815,0
4511,3666,3573,0
5499,1128,3102,1
4569,3301,2080,1
4583,896,2718,1
1282,2257,838,0
4969,838,281,1
468,2815,3106,0
4328,79,3476,0
5238,2116,315,1
4807,1934,3125,1
1214,2375,3118,1
3887,1909,1601,0
3545,1759,288,0
5015,1556,1601,1
2050,2567,1438,1
2585,349,3431,1
1946,164,1653,0
3054,986,995,0
846,2282,2046,0
5139,1619,794,0
800,1611,3164,0
1003,1832,3640,0
2468,408,2783,1
4763,3423,1955,0
5674,408,1957,0
4223,606,770,0
5442,457,564,1
1182,1784,2986,1
1265,1900,2990,0
4030,814,1186,0
2943,3063,3180,0
3259,2935,242,0
3287,129,1677,0
162,49,1834,1
2717,1555,3669,1
1032,423,3390,0
684,639,1397,1
1892,602,281,0
794,3238,2796,0
3483,265,2931,0
3844,291,781,1
2226,1227,575,1
5691,962,3349,0
5842,2582,3185,0
3877,996,1255,1
3506,1622,2531,1
459,3625,2267,0
1096,1788,1598,1
893,1584,1097,0
4866,2518,2532,1
1300,183,1918,0
1083,2504,1380,1
5790,2783,3574,1
4047,3290,3332,0
1173,3079,1888,1
5960,1833,3532,0
2739,1500,374,0
53,3354,2701,1
3024,3411,2151,1
3615,1280,2462,1
5706,449,1235,0
5164,157,3003,1
798,3689,780,0
3775,1435,3227,0
213,2160,1154,1
2110,1190,2287,1
2155,854,1433,0
5727,1622,639,1
391,2476,814,0
3221,3098,697,1
5471,517,788,0
616,1348,3345,0
373,2739,3571,0
3788,1185,1662,1
3641,2339,1338,0
130,3195,604,1
3053,3337,718,1
463,870,838,0
5571,1261,1239,1
2054,3605,1207,0
5787,702,2229,1
3176,2086,968,1
4494,2112,54,1
1568,1254,958,0
2302,1569,56,0
4658,65,2673,1
5909,2308,2407,0
3367,2993,3127,0
2198,1431,371,1
4553,3474,2846,0
576,1898,1913,0
1037,2871,281,1
4696,249,2892,0
1939,2805,3195,1
3933,1825,2643,0
695,2532,450,0
3837,412,56,0
2809,60,2005,0
1591,3646,2647,1
1729,1810,2608,1
4632,3019,3009,1
5058,3614,2744,1
689,2192,1089,1
3348,1815,2815,1
715,3373,3536,1
5593,3072,1529,1
5657,1438,3435,1
5001,3614,189,0
482,541,2431,0
5734,2205,962,1
5749,1965,2380,0
3848,1384,408,1
902,1380,964,1
4029,751,2656,0
4937,2754,745,1
1281,2711,2254,0
4471,1639,449,1
901,1313,3062,0
2496,3335,2951,1
4238,1117,1759,1
1205,40,3571,0
1221,1080,1190,1
508,1982,706,1
417,604,1447,0
2051,775,467,0
4681,751,3211,0
465,1310,896,1
5807,2371,1986,0
3661,508,3171,0
5232,1747,3197,1
3768,2462,320,1
3434,710,1428,1
2787,406,3671,0
4817,406,877,0
25,1874,1703,0
2383,3373,2282,0
5970,1953,2035,1
5460,2246,2446,0
3866,3381,2333,1
1009,2010,788,0
140,3373,281,0
319,951,745,0
2975,254,14,1
3174,91,307,1
4337,1002,1677,1
60,494,1203,1
323,1431,2696,0
4908,1003,1689,0
4909,1430,241,1
3098,933,2627,0
1507,3424,3260,0
842,1111,1324,1
5926,577,3585,1
3135,3127,1662,1
795,3564,3268,0
1705,3186,2390,0
5089,751,2567,1
4778,240,2432,0
255,2985,3500,1
1327,287,1875,0
2231,2860,681,1
5406,2880,75,0
3417,274,1423,0
5298,3573,151,1
2685,1171,1524,1
1882,3151,1173,0
4297,1986,2608,0
994,1253,641,1
1358,3296,708,0
283,2705,3349,0
3225,2862,2254,0
4218,2394,1095,1
5559,3180,298,0
3889,580,3667,1
4980,3523,645,0
210,3634,3050,0
4535,388,460,0
5329,1003,540,0
4034,2073,2379,1
779,290,845,0
5755,1704,3665,0
530,2326,3053,1
1980,1460,734,0
5803,1907,1453,1
4731,1190,40,0
3459,1527,3681,1
4705,2324,920,1
5439,538,2830,0
3339,1695,2407,0
3521,1899,2697,1
3188,314,1707,1
1588,2088,859,1
3415,3640,1603,1
2374,1221,1730,0
4301,2705,2101,1
2145,2936,3429,0
759,1584,1289,0
1512,1187,320,1
826,3230,3288,1
5472,1286,3026,0
4176,1753,3023,1
1545,1075,1056,0
3207,2375,3263,0
2662,408,2919,0
1672,3214,2913,0
4107,3484,3408,0
5217,334,2821,0
602,814,2888,0
4508,1820,241,1
3839,1438,2637,0
3656,2124,2007,1
3583,3085,3528,0
5007,2699,2137,1
5969,241,3062,1
2254,539,2332,0
2735,2246,2388,0
2042,759,3107,1
5384,3698,629,0
4935,962,1461,1
1377,2417,319,1
3256,3497,149,1
3822,934,75,1
3163,2432,2757,1
5605,242,3321,0
2877,2112,982,1
4932,1128,1432,0
2708,1239,405,1
2741,1907,3176,0
3236,1923,2099,1
3278,2380,2016,1
3585,223,1771,0
3753,1096,2772,1
1306,854,1662,0
3010,1692,3667,0
679,1156,1990,0
5251,2705,1558,0
5995,3223,3246,1
741,3319,557,1
1740,380,476,0
5324,3163,60,1
3131,2697,1083,0
4006,1153,3233,0
450,408,2744,1
1981,859,706,0
3325,2602,2158,0
1392,764,1567,1
1057,638,3538,0
3077,2022,726,1
5247,2570,2760,0
1670,406,1591,0
286,2102,305,1
3518,170,1621,1
4433,448,359,0
1855,1190,3172,0
1893,2990,1203,0
854,299,3110,0
1409,3268,1775,1
425,1045,1849,1
2149,3666,1432,0
3197,3444,391,1
1355,258,638,1
5615,2436,2980,0
4959,3329,2010,0
612,3234,1872,1
4115,1424,1246,0
2250,115,986,1
1141,2956,2483,0
4859,3062,1791,0
3835,982,287,1
5763,32,1934,1
2477,1870,366,1
4016,3351,2028,0
3707,1662,3299,0
2660,2758,366,1
4757,1588,1201,0
3410,2640,1357,1
5097,2205,1900,1
3724,2227,566,1
236,3062,1712,0
2277,918,2261,1
5016,2980,1147,0
3932,2993,3217,0
2344,2029,1918,1
9,1171,339,1
5590,1305,2901,1
4443,3476,851,0
2441,734,2796,0
2679,2706,3124,1
4130,1236,2050,0
4391,2402,3547,1
2941,1906,1492,1
1179,60,2491,0
1352,2231,3390,0
4468,320,3103,0
1405,3605,809,1
2944,1486,1190,1
5705,1868,2763,1
2530,2697,463,0
3451,2507,337,0
4248,240,532,1
5829,2028,1311,0
4122,3527,260,0
4747,1484,1224,1
4142,2407,3367,0
5675,1630,2183,0
4449,2077,3215,0
3209,2797,1040,0
4560,639,532,1
5418,3604,2099,0
1011,3333,1307,0
1875,2375,8,1
2631,1368,2388,0
4158,383,3476,0
4206,2959,1631,1
1095,1959,299,1
936,2313,1855,1
5697,1987,1225,1
2278,647,2301,0
3117,3626,2532,0
3783,3604,1201,1
964,1360,3226,1
1100,531,2220,0
3016,648,2994,0
1513,3062,1199,0
5206,734,3246,1
1466,3146,410,1
4323,734,2697,0
226,218,361,1
3148,3127,2070,0
5809,3318,281,1
4225,2990,1670,1
1652,1385,169,1
978,2411,1895,0
5129,1183,3673,0
1659,2803,1874,1
2850,2375,334,1
2892,3296,1371,1
4671,412,3208,1
3920,307,899,0
2896,320,2223,0
2141,1992,3276,0
2352,1310,3666,0
1062,2765,2660,1
875,1068,3214,1
5085,1190,324,0
5881,359,2016,0
2072,276,833,1
3385,2936,749,1
906,2416,3698,0
2727,3208,1185,0
995,1461,6,0
5039,405,2394,1
1396,3334,3163,1
5443,2060,645,0
1450,917,1128,0
2102,3354,2664,1
1567,3652,1534,0
4459,1807,1156,1
518,428,3150,1
3924,2192,3128,0
3274,3003,583,0
4151,406,538,0
4827,1220,1874,0
3966,1820,3214,0
4548,2397,226,1
4013,1384,243,1
2764,1677,3147,1
3014,3667,3118,1
6012,6,512,0
2973,342,3015,1
4711,763,2193,0
3715,2246,1583,1
2732,241,6,0
3092,1692,2282,1
2087,1972,3146,1
177,3148,1670,1
3836,1014,838,1
5922,3215,1153,1
573,3012,14,1
3358,2953,1075,1
299,3432,3200,1
5469,3129,2578,0
1751,1661,2228,0
3940,718,838,0
4372,35,634,1
349,1041,3571,1
5425,1726,2102,1
4232,2400,1002,1
4431,1066,1772,1
836,2570,2830,1
2643,1860,895,0
4327,1005,2178,1
4708,1604,845,0
45,696,3627,0
440,2073,2241,1
3751,549,2118,0
111,459,3146,0
1272,49,1987,1
5099,532,3003,0
1665,481,826,0
5041,2763,1385,0
4851,2749,1338,1
71,2920,1752,0
3699,3154,2466,1
2125,1726,995,1
4742,1601,469,0
4172,2419,476,1
1785,220,2803,0
5798,1225,3575,0
3999,406,2032,1
5323,1524,2054,0
4896,3675,3352,0
1949,1522,301,0
5940,1308,209,1
3157,3062,2676,0
1018,1946,3405,1
2665,2901,3541,1
686,452,3373,1
3167,2951,3125,1
5165,2527,1,0
4596,2491,2983,0
3202,2697,1849,0
265,2557,1424,1
1293,183,3533,0
5288,641,3279,1
5852,2840,3332,1
1942,296,1953,1
4001,3373,2263,0
1542,2379,1659,1
1082,603,2425,1
306,406,2603,1
2520,1317,1003,1
5821,3500,2580,1
5367,1595,3444,1
279,490,3423,1
4294,3112,2880,0
1504,1438,2211,0
4495,3541,1511,0
4797,1162,558,0
2832,1529,2936,1
1645,14,1360,1
977,2047,1172,1
1572,1047,1004,1
346,3374,2524,1
4031,2652,1111,1
553,1483,1307,1
5630,3444,942,1
4100,174,535,1
4108,2375,3117,0
2963,952,1557,1
2556,2827,532,1
5376,767,260,1
5702,634,2339,0
565,1833,1014,1
262,532,3214,0
2614,654,310,0
1056,3698,726,1
5075,331,403,0
5822,3415,911,0
310,2333,855,0
3303,1712,297,1
4051,1428,2090,1
5936,223,3687,0
5084,3209,859,1
4417,201,1832,1
1225,1424,1190,1
3408,3423,152,0
2927,226,3301,0
3481,127,1239,1
5397,3266,2407,0
3972,2060,3350,1
5354,2205,2381,1
1035,313,732,1
5210,541,814,0
506,1203,776,0
6002,241,538,0
1891,1957,2555,0
1251,833,639,0
2870,1921,838,1
59,1767,127,1
1574,278,2063,0
3939,1560,867,0
3149,3640,1524,1
4636,828,3354,1
2782,3673,1003,1
1653,1776,2641,1
2792,2240,2587,0
5451,3671,1794,0
5905,1594,313,1
777,25,349,1
3868,398,2693,0
155,980,630,1
2990,1760,855,1
3847,1152,895,1
858,948,671,0
3318,2462,299,1
2603,1349,557,0
46,2602,3373,0
5938,453,3400,0
50,320,3015,0
2161,1698,691,0
4123,2766,811,0
3199,2643,786,1
5236,3537,292,1
1828,2333,1075,1
3539,2276,244,0
531,2218,3233,0
1204,2744,406,1
4543,14,1387,0
146,1116,2638,0
4283,974,1287,1
880,541,3437,0
4850,3444,2359,0
5387,838,2621,0
1563,2892,2993,1
1536,1553,2609,0
1027,298,614,1
5537,1911,767,0
2066,3015,2936,0
4961,710,781,0
622,3673,2626,0
223,2986,3230,1
3005,2491,814,0
2841,3117,129,0
404,1629,1310,0
4886,2656,2468,0
3871,1498,2220,1
3465,2379,1930,0
742,476,135,0
3575,2431,2344,1
1765,782,937,0
4470,2652,1782,0
828,314,1946,1
974,2768,1487,0
2531,3064,895,1
3541,2241,1397,1
990,1524,371,1
917,2491,3675,0
2899,2016,2730,1
3732,2973,3255,1
4226,3369,3666,1
1346,359,1900,0
3690,782,1611,1
400,3151,2476,1
1344,2030,1361,1
4899,1438,1130,0
4305,1503,1693,0
369,3088,1171,0
4488,281,2793,1
1599,2431,361,0
4497,1809,2304,1
1726,1535,1907,1
5864,847,1023,1
1683,3555,1158,1
876,60,2867,1
4163,1019,3436,0
4538,152,183,1
3576,3687,2704,0
1741,1200,1639,1
2305,982,3005,1
1658,1965,1164,1
3456,1848,2637,1
1546,1888,900,0
4018,1938,2073,0
79,420,1330,0
2379,568,2214,0
2718,2889,3016,1
5923,3324,1631,1
4901,1611,1661,1
2965,3636,648,1
5946,2840,2862,1
3642,3118,1201,0
4437,2111,2194,1
6007,1307,2530,0
1368,2016,745,1
835,60,700,1
5122,1011,60,1
734,2110,1598,1
293,3671,2181,0
3177,249,1320,1
2952,2458,2192,1
4802,405,1361,0
3814,2261,1075,1
466,40,1462,1
5394,2074,2709,1
1997,2880,1743,0
5330,49,127,1
5965,539,2450,1
699,1594,550,1
687,406,1553,0
802,591,483,0
2299,2936,1003,0
4574,1577,2608,1
1348,2411,1397,1
4228,773,129,1
4903,309,3402,0
1697,2107,2288,1
2094,828,1835,0
2076,2248,127,1
4269,3246,3509,0
1020,406,779,0
1092,3604,25,0
951,2272,406,1
3219,2248,2524,1
2540,2462,1833,0
2954,255,2471,0
412,3535,1772,0
4452,2073,2859,0
5908,2329,129,1
5307,3689,2789,0
3524,3246,1438,1
3038,2246,449,0
4568,91,3028,0
1065,749,423,1
6032,3422,3117,0
3626,3595,3314,1
3771,3058,2524,1
5721,3429,1066,0
3462,2102,2802,0
4546,565,2255,0
2597,2430,2605,1
5562,1462,3564,1
1617,2102,540,1
1067,2985,126,0
1535,2149,833,0
1734,2665,2409,1
1529,557,2858,0
5278,2248,1529,1
1898,3652,1630,0
2514,2827,220,1
1732,2599,1782,1
201,1692,1997,0
1156,491,463,0
2799,2462,1768,0
5098,937,2220,1
3951,2288,2419,0
1809,451,1831,1
2431,3625,2643,0
376,2984,312,0
5529,2335,1704,0
4605,2880,700,0
2856,1201,1462,1
929,565,1986,1
996,3244,3698,1
633,500,736,0
2027,3604,3115,1
2576,1011,1996,0
3235,91,2861,0
543,143,2870,1
1287,3068,1874,1
1510,285,2304,0
2999,1237,192,1
919,1791,2090,1
5035,3689,1986,0
274,3138,2524,1
3976,2699,647,1
4359,324,1253,1
5918,406,2088,0
3703,2986,1253,1
962,1037,689,1
5850,2977,1601,1
2318,3667,3373,1
3601,3297,1469,0
1103,3523,1484,1
5361,3544,1227,0
2165,2745,460,0
614,1661,307,0
2955,307,375,0
3035,2602,2099,1
44,3334,1892,1
822,2167,3118,1
348,633,1725,0
240,547,2133,1
5868,2101,3342,0
2908,1598,1693,1
4077,3290,2980,1
4138,2532,1002,0
1648,1087,1972,0
1919,565,3635,0
2926,507,1771,1
2169,1432,3415,0
2258,2014,2107,1
5888,641,511,0
3504,512,745,0
1675,277,1683,1
1174,2830,1397,1
4140,1458,1129,1
642,1253,8,0
2690,3317,859,0
2934,1693,946,0
2511,3532,995,1
5920,2254,2654,1
5153,3020,1117,0
1543,1888,2073,0
4523,3667,1435,1
2948,3522,1071,0
4357,2721,2408,0
1998,3667,3561,0
5867,2751,1874,0
2360,2047,582,0
4599,3393,2019,0
4580,557,2411,1
5974,2861,3465,1
3485,3423,1253,0
2855,2087,1616,0
1538,2044,1221,0
3056,1820,3211,1
2289,2880,2560,0
1289,506,994,1
5042,2491,2710,1
2983,576,1285,1
4317,634,1172,0
2411,1631,1670,0
5591,3689,3190,1
5737,3374,2466,1
587,2608,2074,1
193,1075,353,1
4690,494,1584,0
82,1675,1631,1
5359,3353,435,0
4611,2047,638,1
419,1062,320,1
1735,1969,226,1
820,2282,3408,0
3645,1546,1683,1
1988,2555,1399,1
3350,2487,531,0
1887,2398,284,1
2453,1590,1116,0
2773,2626,1002,1
4559,1894,933,0
5008,1600,1717,1
4613,1241,3279,1
2839,1848,639,1
3549,3350,2772,0
154,1002,3110,1
3780,2920,3422,0
5362,1462,2520,1
2985,647,1712,0
188,924,497,0
785,2458,2432,0
3156,1773,375,0
3349,14,3335,0
1541,3106,841,0
631,3533,178,0
119,924,2047,0
2958,60,1719,0
1654,18,2695,0
641,1439,1461,0
2749,1439,405,1
5343,405,2518,1
86,2214,2014,1
2001,2453,2697,0
1086,2542,185,0
1869,2745,1350,0
1316,2868,838,1
447,1894,1601,1
1845,2099,3107,0
2349,3685,1438,1
656,260,1692,0
4577,3092,2473,1
5583,2175,2718,1
1501,2394,2462,1
638,37,2524,1
6008,2817,542,0
3511,2580,1736,1
2692,129,2128,0
3495,40,1809,1
1275,639,919,0
797,2333,2392,1
5993,1471,358,0
1801,1095,2304,0
2342,287,1096,0
2536,2626,2400,0
1550,619,85,0
5847,2402,2047,1
5526,2099,1360,0
2947,2505,476,0
4646,1886,635,1
3622,262,2718,1
277,1611,539,1
4694,1019,550,0
4816,265,3614,1
295,2379,3423,0
5712,2604,2725,0
5243,3476,639,1
4147,256,2582,1
4146,3702,1344,1
5859,901,1376,1
5365,1653,3145,1
2311,2744,3071,0
377,2524,857,0
5857,3600,52,1
5964,788,533,1
4697,1759,638,0
5284,777,675,1
628,3067,3497,1
3911,3098,2557,1
3797,1900,1785,1
5518,639,197,0
5875,983,685,0
4090,3523,3246,0
3733,1189,2697,1
149,63,349,1
736,866,359,0
5272,62,3618,1
2212,2765,1141,0
1,920,463,0
2535,2272,988,1
1079,2407,3554,0
921,1723,2768,1
3736,3500,1344,1
4155,977,1760,1
4924,361,842,1
2524,14,2116,1
2073,339,3208,1
2548,967,1183,1
5530,1611,3567,1
5539,1286,1704,1
3244,1183,2261,1
1318,3532,1758,1
5746,2141,3035,0
1800,1972,1564,0
5991,1704,50,1
5937,3244,3163,1
3604,2453,3605,1
3366,71,2048,1
4617,3651,576,1
3364,244,1071,1
2296,2718,3128,1
3442,3198,2659,1
5414,641,2451,0
4409,47,2737,0
2930,1122,1670,1
394,222,920,1
3371,575,3686,0
4665,2215,2476,0
3267,3113,163,1
3679,1976,3118,1
2454,287,1441,1
1369,1872,1705,1
4442,3146,2493,1
3832,2751,3267,1
2235,767,2063,1
2613,1564,1075,0
3190,240,1350,1
3002,1284,2400,1
4334,1670,192,0
2778,3398,603,0
4424,2582,3365,1
4575,50,1595,0
473,1286,3119,1
3861,3053,3088,0
235,3640,2561,0
5987,2263,840,0
2338,740,2037,1
5326,320,3605,1
2021,782,1112,0
3270,3652,409,0
3557,56,292,0
2430,1071,3541,0
4653,1214,948,1
4842,1019,3392,1
4310,1268,3373,1
4768,2110,1659,1
3463,1117,3575,0
4996,1254,2301,0
938,463,3626,0
1839,901,1193,1
1575,274,2621,0
182,2978,2409,0
1213,2348,127,1
1488,953,706,1
1948,866,1225,0
3285,2272,3011,0
1279,3436,3301,0
2523,2248,2462,1
4074,2518,538,0
2534,273,683,1
1896,512,3118,1
5789,2029,3137,1
529,2430,423,1
4067,2227,1357,1
4398,943,1419,0
2157,1692,1164,0
4415,420,1266,0
569,1062,3284,1
5009,3020,1397,1
101,223,50,1
5536,2649,2400,1
5672,361,3574,0
5835,2375,2718,1
3612,833,1344,1
4119,641,3003,0
3020,2088,2394,1
6029,2112,2922,0
937,724,997,0
5523,691,3702,0
1797,3390,2734,0
2343,2550,1071,1
3195,2697,1809,1
2962,2745,637,0
755,2924,406,0
651,222,3200,0
2501,2183,3200,0
903,452,406,1
645,1566,838,1
814,1116,1775,0
823,1167,3430,1
6010,3072,3005,0
1779,844,964,1
2478,1745,823,1
2130,423,500,1
1725,1255,1139,0
2286,3698,3605,1
4457,2400,487,0
2264,1189,749,0
1187,292,1396,0
2088,1567,1830,0
4730,2101,3124,1
261,45,3418,1
5304,310,1114,1
5191,1659,2419,1
2484,204,723,1
984,1546,406,1
3611,95,2462,1
3412,508,3158,1
2701,3016,1486,1
3233,3118,3432,0
4052,2729,2462,1
471,2445,2099,1
2459,222,2913,1
2649,1357,320,1
4744,1507,1175,1
1245,2819,1485,1
4222,135,3467,0
1284,3158,261,0
1270,1140,918,1
5482,266,2587,0
4154,3284,405,0
3630,2110,1380,0
4088,648,3175,0
1923,1338,974,0
3435,281,412,1
1894,1712,406,1
2303,1344,140,0
1447,639,1394,0
4809,119,307,1
2828,1596,1397,1
5493,3005,305,1
831,3567,2211,1
3902,3055,1653,1
2919,3020,3419,0
3802,3117,1591,0
2363,2664,279,1
1856,2877,1537,0
2723,641,314,0
4515,2462,319,1
2748,1502,3005,1
1859,1807,1658,1
2571,3476,3436,1
4117,532,1234,0
2898,197,2090,0
5610,1694,2382,1
752,2913,3407,0
1288,2107,3117,1
3560,2101,2344,1
5063,2141,2836,1
1985,1759,3604,1
1551,3015,1075,0
1126,14,3172,1
5082,1441,3128,1
4586,3009,2013,1
5992,2811,1066,0
5246,1833,512,0
5861,3279,1922,1
1511,995,1618,0
3096,1011,157,0
3130,3337,170,1
3959,3476,895,0
4836,1431,126,1
5179,1066,3136,0
888,342,15,1
1117,2632,2681,1
5815,2993,2358,0
4219,2014,1557,0
1626,2908,2390,0
5234,1344,1095,1
5151,2248,308,1
775,2013,1653,0
5558,3636,277,1
3977,1083,782,1
4325,3057,2836,1
3075,1553,277,0
1435,3238,1253,0
2737,1081,1037,0
5226,986,1591,0
4265,1110,2450,1
2785,447,2986,1
646,814,1417,0
3625,374,2493,0
1986,3400,1392,1
872,1344,268,1
3720,408,1373,0
5854,1199,2379,1
526,2396,1083,0
2074,1173,1900,1
1757,405,2058,0
3289,1611,1810,1
4264,2524,539,0
5700,2602,1175,1
5044,1529,2800,0
5261,2020,2993,1
3616,3279,3334,1
3070,2587,1081,1
756,1338,1349,0
5047,320,1087,0
217,1603,885,0
